id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,dataset
cfbc80d24a7daa52,There you go boys and girls the administrators do not know their site postal address. Lame. (  ),0,0,0,0,0,0,train
5c3c73d2df2df6c3,"Copyright Violation 

Hello, and welcome to Wikipedia! We appreciate your creation of the article,  Bahaw-Din Zikria University Multan, Sahiwal Campus, but we cannot accept copyrighted text borrowed from other web sites or printed material. Please see Wikipedia:Copyright problems for more information on this topic, or generally, Wikipedia:Policies and guidelines. Please do not remove the copyright violation notice placed in the article or repost the suspected infringing text. However, if you would like to rewrite the article in your own words, follow the link in the posted notice to create a temporary subpage. If your new article is appropriate, and not a further copyright violation, the reviewing administrator will move that new article into place once the copyright status of the original has been resolved. Happy editing!",0,0,0,0,0,0,train
e635a825f2ac7b2b,"glad i dont read your bible 

you have a member of the kkk on your team. way to go, asswipe!",1,0,1,0,0,0,train
387e7c4e97cb20ce,Sonora City Chamber of Commerce Advertising on Wikipedia,0,0,0,0,0,0,train
23fc240bda024f92,"""
All we needed was the vote ~  д r خ є ~ """,0,0,0,0,0,0,train
dd62430a6801dfd7,"""
Snaps fingers.* Damn it. I just use that for easy updating of the ever-increasing number of places I use my vandalism count userbox as a """"beware all ye who enter!"""" If someone else actually gets your idea, I s'pose I'll just have to get it protected. — (Je vous invite à me parler) """,0,0,0,0,0,0,train
64e123538db4923a,"Your a racist 

Excuse me?  Nonsense?  Where?  What?

I have proof of every change I have made.  More than I can say for you.",1,0,0,0,1,0,train
a29697c3de8b8a65,"icic, well you learn something new everyday!haha",0,0,0,0,0,0,train
db016c0056dd7174,"Good Show
You beat me to putting Tai's name in the Questionable Content article.",0,0,0,0,0,0,train
f965c3489f90638a,I see the Bad Idea Inc. thing too. Surely that's not right?!,0,0,0,0,0,0,train
3cc2fa55adfdcbac,"""

 Ethnocentric statement of """"discovery"""" of gold 

How can you discovery something the existence of which has already been established although those that proclaim it discovered were mistaken. Gold was found in California w/early explorers along Colorado River & near Mexican era Los Angeles in 1832 so existence of gold only confirmed not discovered in 1848 although the find was reason for the 1849 Rush, the latter the unique part of incident. To say that gold was discovered in California in 1848 is an ethnocentric statement as well as an example of ignorance by those that either do not want to acknowledge that gold had already been verified as being in California therefore it cannot be a discovery. Finding more gold is not a discovery but a re-confirmation of the existence of gold in the area.66.74.176.59  """,0,0,0,0,0,0,train
6a2f0709e30c910d,"""

 Speedy deletion declined: Door stop (disambiguation) 
Hello とある白い猫. I am just letting you know that I declined the speedy deletion of Door stop (disambiguation), a page you tagged for speedy deletion, because of the following concern: The reason given is not a valid speedy deletion criterion.  Thank you.    ''''''  Let's talk about it! """,0,0,0,0,0,0,train
989028d407d7c345,"""
{| style=""""background-color:#F5FFFA; padding:0;"""" cellpadding=""""0""""
|style=""""border:1px solid #084080; background-color:#F5FFFA; vertical-align:top; color:#000000;""""|
 Hello Xellastorm! Welcome to Wikipedia! Thank you for your contributions. If you decide that you need help, check out Getting Help below, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there. Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your name and the date. Finally, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement. Happy editing!  
{| width=""""100%"""" style=""""background-color:#F5FFFA;""""
|style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
 Getting started Wikipedia tutorial • The five pillars of Wikipedia
 How to: edit a page • upload and use images Getting help Frequently asked questions
 Where to ask questions or make comments
 Request administrator attention Policies and guidelines Neutral point of view • Reliable sources
 Verifiability • Citing sources • No original research
 What Wikipedia is not • Biographies of living persons

 Manual of Style • Three-revert rule • Sock puppetry
 Copyrights • Fair use • Image use policy
 External links • Spam • Vandalism
 Deletion policy • Conflict of interest • Notability
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""0"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA""""
! The community
|-
|style=""""color:#000""""|
 Building consensus • Resolving disputes
 Assume good faith • Civility • Etiquette
 No personal attacks • No legal threats
 Community Portal • Village pump
 Signpost • IRC channels",0,0,0,0,0,0,train
bb74ae9e0198a5d9,"By the way, Don't Change the table on the actual page until a consuenus.",0,0,0,0,0,0,train
ffc1e44741f915c7,Of course you're retarded for putting up nonsense on wikipedia talk pages. Please refrain from doing thus in the future.,1,0,0,0,1,0,train
f3e35e09478fb4c5,"I would say the animation style is 'muted'. My definition of this would be, very little necessary movement, such as arms, legs, walking, moving objects, etc., but plenty of unnecessary movements like blinking, twitching of the nose, etc.",0,0,0,0,0,0,train
380b24fcf3127207,"""

 Tedious 

Look, this courtesy police thing is very tedious Your first warning was in the context of a pretty mild remark, where I happened to use the word """"disingenuous"""" in reference to someone's argument.  In this case, I'm sure I didn't respond particularly appropriately, but the whole thing is irritating.  It's particularly irritating to be informed of things by a bot.  And also irritating to get what are obviously public domain images deleted on the basis of this sourcing nonsense.  I haven't corrected it any further because PD Thor decided to reupload the same image and then orphan it, so I assume it will be deleted, so I'm not going to bother with fixing it, but really the whole thing is absurd.  I notice you say that the image's copyright status cannot be corroborated.  That is obvious nonsense.  PD Thor, the one who noticed its supposed """"unsourcedness"""", managed very easily to find a copy of the same map on the US government website and reupload it.  About two minutes of searching on the US Census website, I think, pretty much brings it up.  It is also identical to 49 or so other county maps present on wikipedia, most of which, I think, are sourced.  So, yeah, this is technically unsourced.  But a little common sense should tell anyone that it's obviously PD, and the right course should really be to find the source information oneself, rather than to threaten deletion and leave people to get obnoxious bot messages about it.  The whole way images are dealt with on Wikipedia is so byzantine and confusing as to be infuriating.  At any rate, any future messages from you on my talk page sternly warning me to be civil will be deleted without further comment.  I'm not interested in hearing from you about this subject, and your intervention does not make me feel particularly inclined to modify my conduct.  I will strive, as always, to avoid personal attacks.  I am sure that, on occasion, my emotions will get the better of me and I will screw up.  If you are concerned about such further instances, feel free to report me to the proper authorities, or what not.  I will add that I don't see how my role as an administrator is at all relevant here.  When I was promoted to administrator, at least, the idea of an administrator was basically someone who had been on wikipedia long enough that they were generally trusted to use the abilities of an administrator in a responsible fashion.  Whether or not I sometimes fly off the handle and use profanities, I am fairly certain that I have never abused my authority as an administrator, which I almost exclusively use to delete pages for moves.  I don't think I have ever inappropriately blocked a user or deleted a page.  There was at least one incident where I was accused of protecting a page inappropriately, but I think that was at least arguably justified.  So I feel like I'm pretty conscientious about my role as an administrator, and try hard not to abuse that power.  The idea that I have to be a model of ideal behavior in every other respect because of said status is a tenet that I do not hold.  Best,   """,0,0,0,0,0,0,train
884f0ecc5005a428,"""

 Greetings... 
Hello, Zeldazonked, and welcome to Wikipedia!
 To get started, click on the link that says """"welcome"""".
 I (and the rest of us here, too!) hope you like it here and decide to stay!
 Happy editing!    """,0,0,0,0,0,0,train
62b599073b6f93d3,"As you continue to be a complete arsehole i will keep callin you a queerhole fuckin qwernol and as far as im concerned you can just go and fuck yourself fuckin editor 
And fuck you again for sayin that im not actin in a civilised way you fuck head go fuck yourself and have a 'civilised conversation' wif ya mother you 40 year old virgin who still lives at home wif ya mother.",1,0,1,0,1,0,train
0e2f735840a6812c,"So, is it totally dead or we have a chance to see it sometime?",0,0,0,0,0,0,train
5cf38af271eb4a01,"Telling you to keep your own opinions to yourself, to not act on behalf of something you hardly are, and to stay out of my business is not a personal attack. I was clearly addressing Stifle about examples that occurred between warnings, and I am now forced to bring my whining to his talk page because you are perfectly content in deleting whatever comments I leave on your talk page. Hardly the first time. 

Of course, I'm just pushing my opinions! (Feeling chatty? ) (Edits!)",0,0,0,0,0,0,train
ced62d753c2b223c,"I am simply stating honesty here. If it's unimportant to you, you can just wipe it out with no one to answer to. Good ol' authority.",0,0,0,0,0,0,train
24d6e790e2c9fcc9,"You might be interested to know that some 20 meters down the road from the Mercer stone is another stone commemorating a French cuirassier who was killed at Waterloo.  Maybe one of Mercer's boys did it, eh?",0,0,0,0,0,0,train
cd51fadd00a77c65,"""

Did I mention """"FUCK YOU GEEK ASSHOLES""""?  Just checking""",1,0,1,0,1,0,train
269e3417818aed36,does anyone live here like me?,0,0,0,0,0,0,train
f6b345046a6844ab,"MOD 

I changed the sec of defence to vacant as Liam Fox resigned today! Don't you read the news! Idiot! 86.158.102.76",1,0,0,0,0,0,train
6464bf010b1419da,"All work I do will have to be on an unofficial basis. 

I said earlier post that my contributions were pending approval, and after speaking with my manager I am told that the company will not endorse the effort on wikipedia as they have thier hands full with RTD's own webpage. I am told I cannot officially be approved to contribute on the grounds that I would have to be compensated for the work and they will not pay for something that would need constant update outside of the official webpage. In a nutshell, the small print is I'm doing it of my own accord, voluntarily and without promise or desire of compensation, on my own time and with my own resources, completely without the support or contribution of the company. I will attempt to find some good photos, but it will take time as my schedule is pretty packed.",0,0,0,0,0,0,train
256c87bb6e70db4e,"""bomb in the Diplomat hotel 20 minutes ago...after the feast...tell the government that we will destroy everyplace."""" 
 """,1,0,0,0,0,0,train
6837df71c0a7eb0c,"""
And why did you delete the information about Gardner? All that stuff has documentation and sources.   
If you're saying Idries Shah said this, even though his father said this, citing his father, you're engaged in synthesis. N466 """,0,0,0,0,0,0,train
d29f0903875d2a02,"""

Due to past blocks on you part to me and your lack of iniciative at protecting not only me, but all other users participating at that article, I will consider your above message ad hominem threats and harassment personally directed against me.

If you accuse me again of violatiing WP:3RR you are pushing too hard! You know the anon keeps vandalising the article even if a consensus was reached. On your part you are not doing anything to prevent it. The anon has edited many more times than me and another bunch of users is also reverting the vandal anon. Why am I the only warned by you? Is this a personal fixation against me? Watch yourself Toddst1... I'm thinking about opening at Wikipedia:RFC/ADMIN an Appeal to the Arbitration Committee against you. Are you going to block me again for asking them for help? Or will you prevent the article to be vandalize? Probably your only interested in getting another banstar to your collection instead than making your job as admin? You are so conceited. If you protected the article we would not need to revert the anon. I do not salute you. MauritiusXXVII (Aut Disce, Aut Doce, Aut Discede!). """,0,0,0,0,0,0,train
0ed295dbc1b536bc,"In defense of the old portrait

It is a pity that, having so many portraits of Peter III, the article is illustrated by a coin. The coin is contemporaneous, but the portrait is simple and non descriptive.

However, the portrait of the Nuova Cronica is more adequate. Offers an image of the King, is the most old portrait of him in Commons (was painted only two or three decades after his death) and has resemblance to the true face of the King (recently reconstruced by computer using his skull) and shows real characteristics of his appearance (Peter III dyed his hair to blonde, which justifies that in the portrait the king appears with blond hair and brown beard).",0,0,0,0,0,0,train
5c733f8015d38ba4,Hows this for you. Like I side try keeping your smug comments to yourself... I don't like people that need to quote the rules out of context simply to make themself bigger(if you know what I mean).,0,0,0,0,0,0,train
b2ab288e7af7c8be,"Blocked 

Since you did not listen to the various warnings above, and continued with the creation of disruptive fork articles, I have blocked you for 24 hours. When your block expires, please consider what you are doing here and how you can contribute more constructively.  ☼",0,0,0,0,0,0,train
d076d2312a471884,"""

 To make it a little more clear, """"religious"""" does not equate to """"Christian"""". -  """,0,0,0,0,0,0,train
74e6054829f79bb6,"Since you fail to recognize facts, I am forced to tell you the facts.

Here the section break is above Lobojo's post dated .

Then here you inserted the same section break but this time above Law Lord's post dated .

In other words, you did not restore anything but rather inserted a new break in the middle of everything.

If your only contribution is inserting empty section breaks like here, you should not contribute at all.",0,0,0,0,0,0,train
3d8e8b27baae2ed6,"""

Why? Just because it's policy? What do you think this is? Wikipedia?...oh...wait... ···? · Talk to Nihonjoe """,0,0,0,0,0,0,train
55a9adb61d1363d5,"include a link to the forecast for the year 2006 or 2007, as most of the pages of this kind",0,0,0,0,0,0,train
701f912b7ad7d4e2,"""
Why the assumption that the politics of Hindu nationalism are questionable? """"Furthermore the politics of some of these name changes are questionable"""" Wikipedia is not a propaganda site. You don't tell the readers what is questionable, notable tec. Let them decide.Talk """,0,0,0,0,0,0,train
5ed763becfd39340,I'm in the area currently. I'll try take to take a photo of the local area.,0,0,0,0,0,0,train
c5d4a868bea225cf,"they are required to train to be airborne qual, as are most special ops soldiers",0,0,0,0,0,0,train
f3614ad1f0dc7aee,"Vandalism on Atlantic Ocean 

 Please stop adding nonsense to Wikipedia. It is considered vandalism, which under Wikipedia policy, can lead to blocking of editing privileges. If you would like to experiment again, please use the sandbox.",0,0,0,0,0,0,train
c4003055a7c23a6a,"Addendum: User:Ionas68224 also uses this address, but keep in mind that Cheetah Wireless Technologies has a very limited number of IP addresses that they use for computers, and thus other residential users of Cheetah share the address with Ionas68224. In addition, Cheetah is often used by casinos for free internet services. Please do not block this IP address.",0,0,0,0,0,0,train
7a5e001530575ad9,"""

 Wikisource 

Thanks for fixing the redirect at my Wikisource page. I had changed some of my other pages around wikimedia, but I guess I had missed this one. Thanks )  contact meMy work """,0,0,0,0,0,0,train
2d733d970ce5d22c,"Everything I had to say about this, I said last July, not only about the content (including the Saturday Evening Post), but about your ruminations on my character and motives. If you have problem with those, gather your evidence and take it to the appropriate forum, otherwise, knock it off. (My arm is back in a cast/split thingy and I don't want to type the same stuff all over again.)

Just out of curiosity, setting aside for now what the sources say are due (decided to publish in their reports), do YOU believe that the facts that 1. The ad used to order the weapon used to assassinate a sitting president was in NRA publication American Rifleman and that 2. The NRA had a lot to say about this law is simply coincidental? If you had been editor of these sources at the time, would you have left out that the ad came from American Rifleman - that was inconsequential?",0,0,0,0,0,0,train
a25a3f47d3314bf0,"""
Wikipedia is/was a fantastic resource that is now experiencing an exodus of wonderful contributors for a plethora of reasons and is having it's content distributed across the web for profit due to ridiculous policies. What made this project great was people challenging the norm and saying 'hey, this is how things are done, but lets try it this way...'. What's killing this project is good-meaning yet damaging editors following the rules and saying 'hey, this is how things are done'. I'm not a great editor, not even a very good one, I sort of stumbled my way through WP leaving a trail of destruction and fuck-ups as I went, but I always generally meant well and being reprimanded for reverting an obvious vandal epitomises what is wrong with WP now. I used to edit pretty heavily, especially vandal-fighting, but for the past six months or so haven't seen the point because, although the vandals are damaging, the policies and regular editors are down-right lethal. HJ Mitchel was, in my honest opinion, a cunt to do what he did (people can make up their own mind exactly what that was), I'm not saying he is a cunt of a person but as a WP editor/contributor/admin, possibly through no fault of his own but by the fault of the rules, policies and guidelines that he follows. I don't want people berating me for what I've just typed, or congratulating me, I've spent enough time on WP to know that people will be willing to do both (admittedly moreso in a more public forum) and even more will simply think their opinions the response to this rant will be so WP-standard I shan't even bother checking. talk to me """,0,0,0,0,0,0,train
0b3a442cc9a647ea,"""

 DUESBERG DID NOT """"INITIALLY PUT FORWARD"""" THE DRUG-AIDS HYPOTHESIS... GET YOUR FACTS STRAIGHT """,0,0,0,0,0,0,train
5ef8bd7ac14f49fa,"Change situation is in your hands 

AGK, celebrities recognized our truth: DR. ALBAN ACCUSES. We can ask them hide this information, if you and others not will more violate lawful rights of our people. Such the choice. If you want to be named the murderer, this is your lawful right. Think. - 176.15.89.46  .",0,0,0,0,0,0,train
b8ed8fccc684a797,not what was actually written and that is the argument.,0,0,0,0,0,0,train
0587faf3359a2504,"Spam 

Please do not add advertising or inappropriate external links to Wikipedia. Wikipedia is not a mere directory of links nor should it be used for advertising or promotion.  Inappropriate links include (but are not limited to) links to personal web sites, links to web sites with which you are affiliated, and links that exist to attract visitors to a web site or promote a product.  See the external links guideline and spam policies for further explanations of links that are considered appropriate.  If you feel the link should be added to the article, then please discuss it on the  rather than re-adding it. See the welcome page to learn more about Wikipedia. Thank you.Category:User talk pages with Uw-spam1 notices   

Please also read WP:reliable sources. A commercial website designed to sell a product or service is not a valid reference.",0,0,0,0,0,0,train
d8575e99a6446de6,"I HATE YOU NOOB 

YOU OLD PILE OF !@#$ING @^$&. I HOPE YOU BURN IN HELL FOR TAKING MY &%^@ING THING OFF YOU &$#GOT!!!  PMG NOOB! BLACK RETARD, GOT N0 LIFE!!!",1,0,1,0,1,0,train
50ae983e4f678a72,"Merge from Fantasti-Car 

Somebody tagged Fantasti-Car for merging with this last month. I'm just completing the tagging and setting up the discussion. I have no opinion either way.",0,0,0,0,0,0,train
1ef55a4d2863dad4,"Lol dude you don't scare me and I couldn't care less anyway it's only Wikipedia I have a life. I could say the same about you constantly reverting it. The sources are official news articles with direct quotes from Corey who admitted who the bass player is, therefore it's a reliable source. Stop being a fanboy and accept that Paul's been replaced, this Alessandro guy isn't even the first replacement.",0,0,0,0,0,0,train
726a3a3d904320f0,"please leave us alone 

Mike,

You have no right to judge our organization's purpose. Please do not delete our content. YOu may edit if you like, but you have no right to outright delete.",0,0,0,0,0,0,train
a878f7dbf950d618,"""

CJ DUB Keeps Calling Users Ignorant - Violation of Wiki Rules
Hi, Deb. The user, CJ DUB continues to break Wiki rules by disrespecting others by insulting me. He stated the following, yet again: You are in fact ignorant. He also claims to be an editor """"with experience"""". A serious wiki editor with experience does not speak so ignorantly and disrespectfully about others. A wiki editor examines facts without judging others, as is the case in discriminatory environments. Therefore, he is not a wiki editor and is most likely a poser. He seems to be a sensitive american """"man"""" who feels everyone is against him or his american way of thinking. He must understand that not everyone will like him or his background. I have also noticed that another user named, Seb, may be the same person. He's probably using dual usernames in wiki. 
As a result of the above valid points, I urge blocking him for a long while so he learns to respect others on this forum. Again, he's broken wiki rules on respect for others 3 times. Thank you.
  """,0,0,0,0,0,0,train
ff216d202263470e,"Please stop. If you continue to vandalize Wikipedia, as you did to Brian Maxwell, you will be blocked from editing.    
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",0,0,0,0,0,0,train
